amount,tenure,score,group,target
6328.89336060021,2.3,24.262,beta,1245.27
475.98,7.5,0.264,gamma,1064.22
775.97,52.1,74.227,gamma,1481.37
741.9,1.7,67.552,alpha,1275.07
595.48,,87.205,gamma,1341.18
843.82,1.0,88.128,gamma,700.21
422.71,10.6,20.638,alpha,798.48
824.59,25.6,60.55,alpha,819.08
608.5,7.3,99.904,alpha,1330.78
1154.21,9.4,16.819,alpha,758.21
261.5,4.8,42.016,gamma,765.52
362.13,7.2,90.118,beta,719.66
583.76,24.3,1.339,gamma,1688.26
579.45,10.5,92.107,alpha,964.44
890.03,35.7,43.697,beta,1132.47
,,88.234,gamma,714.85
680.98,16.4,58.351,gamma,1239.81
732.49,15.7,63.858,alpha,556.58
640.93,16.3,75.028,beta,755.25
307.8,21.2,-2.615,beta,817.16
781.55,4.0,59.055,beta,1054.72
745.86,5.3,91.633,beta,801.73
619.92,17.1,95.174,beta,1381.0
540.87,29.8,96.515,gamma,1125.81
545.22,6.4,61.042,alpha,827.6
484.25,4.1,59.662,alpha,1249.4
628.16,1.5,50.771,beta,901.68
506.23,1.0,56.831,beta,852.39
330.3,10.5,57.333,gamma,1223.95
290.28,3.3,-5.335,gamma,386.79
349.59,28.6,-0.224,alpha,1183.7
544.43,1.9,58.136,beta,821.73
494.61,7.3,24.564,gamma,821.35
543.07,16.1,23.157,gamma,1489.53
600.16,4.9,11.278,gamma,867.2
374.54,6.0,78.118,beta,1238.98
793.13,47.6,96.076,alpha,1069.81
446.46,1.4,59.053,alpha,1095.75
413.31,10.5,93.996,gamma,937.36
596.48,5.1,87.227,beta,924.32
132.7,,13.972,gamma,1382.0
341.89,33.1,6.888,alpha,1232.62
696.21,12.0,13.275,beta,875.08
152.52,3.3,0.583,gamma,738.53
723.51,8.1,54.117,alpha,853.88
802.23,17.0,21.092,alpha,1245.37
,6.3,90.421,alpha,1294.67
558.36,6.1,,alpha,1138.74
723.82,9.3,29.557,beta,595.81
406.64,3.7,98.31,alpha,1188.44
673.56,0.2,94.851,alpha,1325.89
365.77,29.0,75.648,beta,1043.39
8994.736088985494,0.6,77.085,alpha,1494.95
340.13,11.0,97.5,beta,669.76
568.53,1.4,56.05,gamma,1171.2
731.59,1.4,86.802,gamma,744.94
463.18,8.2,-2.869,gamma,1264.64
245.75,2.9,50.947,gamma,1153.22
283.46,22.0,45.277,gamma,1450.34
578.92,3.2,-5.85,alpha,1124.93
868.82,24.9,-0.435,gamma,899.0
578.74,21.6,-7.598,beta,877.23
422.62,35.5,22.342,alpha,937.46
653.24,11.3,-4.114,beta,872.32
452.1,28.8,36.548,alpha,1336.78
424.34,2.5,79.402,beta,1318.91
308.31,21.6,57.521,beta,625.86
781.69,3.9,64.117,alpha,1009.59
7.84,24.3,-6.534,beta,1015.62
659.57,14.5,,alpha,804.68
407.25,9.6,6.081,alpha,1109.56
417.93,12.3,23.292,alpha,1365.21
838.46,11.5,46.847,gamma,1222.95
357.17,3.2,92.299,beta,1336.77
363.99,11.7,99.796,alpha,820.38
473.92,35.8,76.093,gamma,1009.13
582.77,10.8,70.225,beta,808.59
411.63,1.6,48.045,alpha,1059.86
185.23,22.6,63.219,beta,1082.36
326.86,3.5,5.887,alpha,1239.96
756.27,15.3,19.612,beta,1328.37
514.96,0.8,98.311,gamma,1172.24
590.22,4.6,,alpha,784.96
447.72,0.3,25.527,gamma,661.96
,9.9,16.515,alpha,1130.01
835.51,8.4,15.247,beta,1375.13
462.36,8.8,43.335,gamma,993.8
411.33,19.5,14.614,alpha,618.15
719.23,5.7,61.335,gamma,1521.19
355.53,3.9,-1.77,alpha,1122.35
381.05,0.5,1.404,beta,1042.79
502.05,9.4,20.463,alpha,708.01
500.05,17.8,75.519,alpha,1004.05
551.92,28.1,25.562,beta,1171.72
918.33,1.2,41.79,beta,1125.76
567.25,1.6,62.228,gamma,830.03
24.39,3.4,76.739,alpha,985.73
565.26,26.2,23.782,beta,846.0
507.58,5.7,70.407,alpha,1416.04
508.69,12.1,21.467,gamma,1223.72
549.19,3.3,60.891,alpha,868.92
,12.9,39.597,gamma,707.88
489.48,0.1,91.929,alpha,1069.45
622.61,9.2,98.03,beta,876.8
391.58,1.5,75.154,alpha,895.42
310.46,33.4,90.701,gamma,716.2
1104.76,3.0,5.015,alpha,747.15
356.83,1.2,61.991,gamma,1040.67
520.03,22.6,11.82,gamma,933.28
200.87,1.3,20.467,beta,1624.13
523.29,4.7,47.511,beta,1148.56
,33.5,71.619,beta,712.08
411.51,,69.364,beta,616.09
709.01,19.3,85.641,beta,1099.54
594.4,1.1,51.52,alpha,900.78
613.68,4.1,91.898,alpha,1332.87
145.76,,87.668,gamma,1070.47
867.38,1.9,83.396,gamma,504.37
261.62,2.2,15.247,alpha,745.14
805.71,2.0,48.459,gamma,831.18
704.31,62.1,70.986,alpha,1110.51
615.47,11.7,97.371,beta,736.81
329.0,2.9,-8.719,beta,1038.2
530.32,15.6,25.983,gamma,665.96
405.82,5.7,27.659,gamma,1001.55
505.81,1.1,21.739,gamma,1092.51
450.03,23.8,79.917,gamma,1365.38
92.28,18.0,-5.042,beta,1061.39
724.36,17.1,29.538,beta,795.82
483.78,2.7,68.285,beta,1373.25
403.04,15.2,34.741,beta,954.21
387.93,5.6,5.847,beta,1193.39
571.69,,57.194,alpha,846.78
321.25,30.9,,alpha,1022.69
48.96,24.8,98.002,beta,799.68
581.43,9.1,72.338,alpha,1080.56
603.82,6.9,98.479,beta,1200.96
6006.724100313905,13.2,10.499,gamma,876.3
270.42,19.8,73.775,alpha,862.25
517.79,15.1,50.68,alpha,1089.2
207.09,5.9,,alpha,793.75
294.55,1.0,41.431,gamma,620.51
349.86,7.6,13.363,gamma,1088.3
668.79,0.3,-4.969,gamma,973.08
427.48,1.8,82.212,alpha,967.79
410.43,16.0,79.629,beta,1130.27
890.94,9.0,7.879,alpha,1165.19
570.49,9.0,60.97,alpha,959.75
567.8,8.6,71.151,gamma,719.33
426.06,10.1,51.339,gamma,840.35
380.73,13.8,24.895,gamma,1146.24
62.72,20.5,,beta,1034.1
693.75,22.1,60.668,beta,862.56
589.66,5.3,69.224,gamma,803.9
464.17,3.5,61.733,beta,1154.46
472.55,27.7,69.342,beta,944.59
647.23,2.8,5.957,alpha,1188.18
189.06,46.8,91.485,gamma,1219.83
382.02,29.4,21.439,gamma,921.79
272.74,5.7,82.021,beta,1237.41
854.3,18.3,88.272,alpha,1034.6
,31.6,61.635,gamma,1066.94
59.46,0.6,55.813,gamma,452.81
197.25,11.4,1.995,beta,757.27
473.53,19.6,,alpha,770.83
405.51,20.2,57.281,gamma,920.34
235.12,1.1,-0.994,beta,1028.59
888.95,11.9,2.261,gamma,1038.81
562.51,1.5,99.283,beta,1071.44
594.96,15.6,,beta,828.76
361.6,1.2,28.471,alpha,1172.84
644.45,7.5,17.668,beta,1452.32
423.91,7.2,61.062,beta,911.67
443.33,4.2,42.038,alpha,834.08
,4.8,76.947,gamma,828.67
174.2,,46.374,beta,1021.37
819.41,4.7,-8.304,alpha,868.56
,22.8,43.096,gamma,567.42
756.19,56.5,-3.929,gamma,635.81
284.92,2.8,80.947,beta,1255.05
315.37,70.3,2.502,alpha,1320.45
267.62,43.9,13.865,alpha,1399.97
550.06,14.9,40.596,beta,1056.58
513.2,16.2,11.47,beta,752.27
407.12,0.5,49.314,beta,890.5
297.19,,40.677,gamma,627.15
246.68,7.6,94.777,beta,617.53
490.3,4.5,-0.279,gamma,1063.82
406.88,32.2,53.441,beta,1134.75
362.88,12.0,69.244,gamma,1489.59
809.42,54.9,4.039,gamma,979.23
483.53,1.4,60.011,alpha,660.54
754.01,12.8,85.066,beta,969.52
393.35,5.1,76.631,gamma,929.39
,22.7,92.869,beta,877.19
488.9,,69.264,beta,1085.94
160.48,26.0,33.339,beta,696.38
785.67,28.1,91.25,beta,1032.68
472.97,20.1,14.789,beta,1162.89
649.28,20.3,54.207,gamma,1354.93
349.59,4.5,74.222,alpha,1077.59
467.03,8.2,85.951,gamma,1260.78
326.63,4.3,90.82,alpha,889.03
747.2,10.1,,alpha,923.93
562.28,7.4,69.867,beta,1336.96
573.41,7.0,12.451,beta,657.1
771.64,1.5,75.703,gamma,899.21
731.27,39.7,67.076,alpha,1282.11
653.07,,9.949,alpha,947.22
215.65,0.8,81.611,alpha,928.6
360.86,0.1,40.797,beta,933.67
299.22,12.4,49.824,beta,1029.29
645.51,46.4,96.854,alpha,1271.52
534.13,1.4,62.229,gamma,1231.06
221.9,1.2,54.742,beta,1002.86
462.25,8.7,-8.156,gamma,1273.1
201.18,,11.914,gamma,1085.45
489.37,43.6,-7.078,beta,1214.78
168.93,0.8,26.664,gamma,742.91
605.77,17.3,27.896,gamma,1434.64
575.59,5.8,48.336,gamma,1055.05
881.59,6.3,65.875,alpha,312.92
669.57,23.7,9.728,gamma,1414.88
415.42,4.1,56.182,alpha,1001.26
663.61,12.5,90.867,alpha,901.13
220.47,0.5,,beta,848.58
307.51,0.8,62.5,beta,1109.88
566.63,20.3,-4.985,beta,777.9
68.35,2.3,48.426,alpha,855.77
492.57,15.5,71.569,alpha,861.78
295.95,4.0,-6.255,gamma,926.94
520.26,32.3,26.703,alpha,871.2
284.45,15.2,86.575,gamma,1213.2
584.85,10.8,14.803,alpha,1067.77
503.87,16.3,69.516,alpha,1098.26
780.07,49.3,,alpha,1152.65
501.35,5.4,8.006,alpha,976.73
,23.8,71.588,gamma,744.92
450.62,11.3,48.529,beta,1451.29
231.15,0.0,2.323,gamma,1231.88
581.23,14.8,94.431,gamma,1403.21
617.97,5.5,44.116,alpha,1258.63
993.84,0.9,71.959,alpha,884.91
375.63,1.9,13.947,gamma,413.01
446.44,0.2,5.09,beta,692.73
384.85,29.7,71.544,beta,1159.13
542.42,3.8,64.121,beta,974.56
576.34,,20.152,gamma,895.04
489.33,15.9,,beta,376.11
717.27,1.4,45.549,alpha,996.72
376.6,4.6,,beta,729.56
697.23,,76.558,alpha,818.9
607.7,6.8,57.846,alpha,1212.53
497.59,7.6,45.8,alpha,742.71
437.01,11.7,75.042,gamma,766.58
985.33,34.5,49.931,gamma,1046.4
336.6,4.4,93.239,alpha,1218.09
559.59,3.7,79.986,gamma,899.32
349.96,0.2,29.401,gamma,1366.8
857.12,8.4,,beta,680.33
677.37,12.3,95.307,alpha,636.49
364.33,4.2,88.472,beta,615.18
602.52,1.8,11.03,beta,586.95
551.54,8.5,20.173,beta,1084.14
396.68,4.3,30.086,beta,755.55
651.63,10.0,,alpha,647.45
577.86,36.4,92.016,beta,1094.95
543.14,28.3,78.257,gamma,1205.99
491.62,15.8,20.328,alpha,1262.71
586.21,15.7,87.577,beta,1218.82
545.88,29.9,-6.383,beta,770.47
511.82,3.6,36.508,beta,1069.02
371.8,15.3,31.539,alpha,1124.22
,20.0,48.876,alpha,881.28
289.92,10.0,51.67,beta,1041.19
585.53,0.3,14.794,gamma,687.1
435.95,6.0,12.501,gamma,843.1
851.91,28.0,78.392,gamma,1092.95
319.3,22.7,-1.618,beta,1376.89
352.95,14.1,44.261,alpha,1287.86
306.04,1.2,11.081,beta,1165.21
564.69,9.2,25.152,gamma,1019.93
225.39,8.9,20.502,beta,981.19
404.29,0.6,67.937,beta,638.1
,4.9,40.162,beta,791.12
548.08,10.1,22.939,gamma,799.29
399.96,,81.449,gamma,1143.69
202.39,16.7,-0.563,gamma,1236.24
717.12,3.0,,beta,1184.14
,12.9,17.314,gamma,1295.67
659.39,5.5,90.982,gamma,1018.06
359.79,1.1,-9.389,gamma,754.27
820.31,7.9,51.233,gamma,987.52
649.91,13.5,58.449,alpha,818.79
298.39,5.9,,beta,1164.46
316.58,15.0,79.652,alpha,910.23
621.11,,2.338,beta,975.37
,3.8,35.711,gamma,1173.41
466.13,0.8,85.011,gamma,814.73
754.45,12.0,87.761,alpha,1240.99
350.26,11.1,44.818,gamma,663.1
,2.5,51.376,alpha,1076.64
690.93,1.7,,alpha,977.28
661.82,4.2,75.757,beta,1206.84
468.08,11.5,87.689,alpha,656.41
442.22,2.5,82.824,gamma,617.3
152.24,17.4,35.587,alpha,1187.51
288.75,18.5,61.473,alpha,902.27
563.67,3.0,43.156,gamma,977.3
472.42,1.3,2.976,alpha,835.06
514.99,2.1,80.385,gamma,1228.2
707.85,43.6,56.194,gamma,1074.8
262.54,2.5,-3.619,alpha,1060.17
,2.0,64.456,beta,707.59
537.74,1.4,21.141,beta,1125.38
359.17,0.7,-2.381,alpha,751.95
786.3,1.0,56.725,gamma,835.36
681.72,41.4,70.543,gamma,658.66
558.03,0.2,46.901,gamma,960.86
858.85,8.2,,alpha,1266.12
200.22,1.4,53.457,alpha,1056.67
,10.1,-9.273,gamma,889.54
573.27,1.8,91.905,alpha,1027.29
317.09,23.3,19.404,beta,1025.9
560.14,30.5,85.811,beta,1016.52
278.68,16.5,-8.668,alpha,1044.33
638.11,11.2,0.694,beta,740.0
,14.4,39.655,alpha,1026.63
554.47,9.1,73.447,alpha,561.19
129.44,5.2,93.682,beta,1143.91
306.64,,47.32,alpha,724.31
612.94,15.6,29.101,alpha,1294.4
504.24,12.6,-5.099,gamma,388.69
38.8,3.2,54.208,beta,1418.61
748.57,8.4,,beta,590.19
527.33,0.2,90.005,alpha,700.02
336.19,7.6,42.807,alpha,1074.76
698.99,5.1,74.199,beta,1154.68
364.49,0.6,83.303,beta,929.15
362.31,0.1,0.811,beta,1223.15
571.67,4.1,38.493,alpha,800.86
856.21,23.8,88.309,gamma,900.08
824.72,,36.69,beta,924.48
571.94,48.2,52.167,gamma,865.4
592.48,15.6,86.041,beta,516.46
,14.3,15.585,beta,993.83
248.6,2.8,88.404,alpha,971.25
628.83,0.6,33.673,gamma,1269.55
353.19,22.9,55.234,alpha,678.51
563.7,51.8,26.084,gamma,840.15
454.51,6.8,47.983,gamma,1300.87
600.24,6.1,-4.579,beta,1073.32
523.62,5.4,-2.821,gamma,1137.34
114.61,2.7,35.62,gamma,1113.36
535.78,9.6,26.845,alpha,1114.47
628.43,25.8,57.737,alpha,1455.26
589.19,4.9,-5.83,beta,1022.89
479.48,0.3,8.444,gamma,747.16
828.43,15.7,13.055,alpha,1159.7
562.27,15.7,38.454,gamma,858.36
587.53,28.8,17.152,gamma,972.52
708.9,38.8,5.143,alpha,1092.55
572.52,22.4,55.733,gamma,794.66
320.4,5.3,,beta,872.43
12.33,4.0,65.379,beta,1118.96
404.58,,20.38,alpha,862.84
652.19,2.2,83.989,beta,1243.35
429.38,6.4,57.3,beta,753.46
660.24,21.6,57.613,beta,752.62
529.75,9.1,13.413,gamma,1476.51
757.61,2.2,16.643,alpha,617.44
440.96,0.2,42.223,alpha,993.32
593.52,2.9,16.16,beta,1462.87
,15.9,65.689,gamma,992.85
800.32,7.2,23.941,alpha,1336.69
158.67,3.2,6.711,gamma,1163.12
408.32,1.4,,gamma,998.2
669.7,0.6,3.995,gamma,967.34
809.18,27.6,38.373,beta,470.17
548.01,,-9.666,alpha,920.22
441.46,1.6,49.661,alpha,1058.05
651.42,17.2,22.813,beta,1057.92
673.74,6.3,50.773,beta,1616.46
428.07,22.2,92.897,gamma,1070.24
566.06,1.7,85.595,gamma,1157.54
736.11,25.4,53.407,gamma,1291.24
878.09,1.1,35.988,beta,1135.13
648.52,1.6,66.82,alpha,978.49
508.83,0.0,91.545,beta,979.7
489.18,13.3,43.85,gamma,912.34
8961.638161909013,2.6,0.924,gamma,1111.05
476.87,47.4,74.27,gamma,957.42
537.93,1.3,-8.847,alpha,1156.23
288.42,9.8,74.11,beta,747.73
759.41,28.1,-0.659,beta,1036.71
271.96,2.1,1.728,alpha,1388.02
413.58,3.9,75.988,beta,943.84
519.52,18.9,65.847,alpha,1460.75
898.2,30.3,51.809,alpha,1040.92
415.46,8.0,80.264,alpha,985.87
366.8,6.2,83.651,gamma,1029.15
389.84,13.9,40.326,gamma,922.14
831.78,9.1,,beta,504.86
62.47,2.5,29.334,alpha,1220.04
299.45,23.5,8.866,beta,1548.18
1046.26,0.8,83.057,beta,1120.11
618.18,2.7,35.713,alpha,1135.33
278.8,13.0,86.195,beta,954.35
491.62,8.0,-3.272,gamma,1289.45
513.49,8.4,2.216,gamma,990.18
,1.7,-5.57,gamma,1066.81
867.9,24.4,56.221,gamma,608.7
577.71,3.4,81.505,alpha,867.66
392.04,13.8,34.293,beta,1091.84
657.42,0.2,-0.024,beta,1226.8
360.35,8.3,31.082,alpha,1233.73
293.33,9.6,28.285,alpha,605.2
148.02,37.9,60.782,beta,630.56
186.97,22.6,61.737,gamma,1146.03
320.71,50.9,1.333,alpha,813.3
264.44,3.6,36.219,beta,1223.65
562.65,21.4,60.677,alpha,592.46
260.12,4.9,18.475,alpha,975.4
128.73,2.0,34.779,beta,991.44
291.22,22.3,57.506,beta,1120.12
405.63,12.7,34.316,gamma,742.21
378.91,25.7,-6.605,gamma,508.31
803.9,4.0,,alpha,1042.82
377.29,9.6,75.369,beta,1131.61
676.18,10.3,17.335,gamma,1251.86
496.2,4.1,79.948,alpha,910.36
491.54,24.5,41.36,gamma,1193.92
332.92,2.4,42.021,gamma,1121.44
488.24,19.7,74.757,alpha,1330.6
346.98,39.9,,alpha,986.15
534.0,3.1,16.233,gamma,567.53
452.75,4.6,1.554,beta,983.09
311.07,8.9,63.91,gamma,1022.11
698.38,52.1,41.694,beta,1129.55
585.37,1.2,79.035,beta,616.83
410.39,3.3,40.344,alpha,921.99
529.1,9.6,35.629,alpha,1217.03
483.24,,22.874,alpha,973.98
326.48,21.5,11.937,alpha,923.57
514.1,2.4,81.348,alpha,1476.58
375.8,0.6,0.473,gamma,732.5
311.01,4.1,89.234,alpha,1308.29
175.45,25.2,-7.04,beta,1255.31
428.28,2.3,47.448,beta,943.71
613.39,1.0,-3.584,alpha,991.78
361.07,5.4,75.757,gamma,990.89
8550.14556700411,23.3,13.265,beta,1045.49
677.14,3.2,52.251,alpha,851.36
760.87,18.4,90.809,alpha,892.96
659.05,18.0,61.418,gamma,911.19
870.57,4.3,9.615,beta,919.18
342.6,8.1,77.635,beta,922.31
12.15,4.0,38.563,beta,439.79
410.77,3.4,-8.551,alpha,1024.41
611.64,10.8,43.544,alpha,868.13
530.3,40.6,79.373,beta,533.3
555.09,,37.295,beta,912.49
764.18,47.7,73.427,alpha,904.76
576.41,6.9,67.608,beta,1318.81
659.78,12.0,40.26,beta,865.19
312.09,6.0,25.561,alpha,1166.95
280.92,2.2,69.919,beta,1345.7
822.82,0.5,,alpha,842.98
520.18,30.0,8.71,beta,988.13
375.35,4.5,25.295,alpha,1432.17
375.72,35.9,86.452,gamma,1057.24
370.18,6.9,21.173,beta,1093.44
358.21,0.1,15.846,alpha,898.19
243.37,,,gamma,1171.76
199.92,26.3,-3.93,gamma,990.09
461.0,12.3,97.436,alpha,541.97
381.41,22.1,49.045,alpha,911.19
721.43,8.8,70.261,alpha,704.21
558.62,2.7,75.027,alpha,1028.06
553.06,6.2,28.755,gamma,770.79
351.38,11.6,77.88,alpha,1119.53
475.79,23.1,95.763,beta,1011.19
572.2,1.6,71.594,gamma,688.0
643.24,27.6,68.291,beta,876.87
481.22,0.5,37.546,gamma,1155.14
715.82,,82.545,alpha,1287.0
501.6,3.4,-0.228,gamma,774.39
658.57,15.5,72.465,alpha,725.64
402.03,1.5,29.819,gamma,1487.75
137.48,31.6,52.257,beta,997.56
553.67,15.6,88.226,beta,1022.87
645.06,2.3,56.552,gamma,815.15
7025.001068772512,3.0,-7.186,gamma,1053.81
584.44,2.1,69.487,alpha,1428.77
430.28,9.2,92.193,gamma,1063.59
338.65,16.1,60.621,alpha,1266.24
610.35,2.8,84.756,gamma,1007.25
585.29,3.2,80.783,gamma,743.55
387.82,6.5,84.742,beta,829.19
721.88,0.4,27.851,gamma,720.55
,37.4,42.158,gamma,1054.45
383.3,1.4,83.284,beta,1305.97
827.29,7.2,,alpha,1040.25
673.72,9.6,6.153,beta,923.05
,5.6,9.969,gamma,802.59
557.48,23.2,28.151,alpha,1088.86
530.96,5.1,74.733,gamma,690.47
49.12,5.2,86.248,alpha,716.47
318.71,10.8,53.826,beta,1225.04
489.83,7.6,2.459,beta,930.57
428.68,11.8,23.412,alpha,925.64
549.42,2.5,84.273,beta,957.73
725.9,7.7,28.231,alpha,1181.47
435.69,,1.309,beta,1041.38
288.47,6.1,23.228,gamma,814.23
564.97,4.3,78.738,alpha,823.23
434.68,,44.283,gamma,951.22
468.79,5.5,8.873,gamma,1075.55
441.65,53.1,24.39,gamma,991.12
948.37,26.5,94.894,alpha,968.88
51.86,2.9,37.515,gamma,1011.57
422.33,0.7,38.576,alpha,990.94
499.26,1.1,6.838,beta,804.9
343.77,4.1,23.501,alpha,1276.76
679.97,8.8,79.615,gamma,879.42
662.65,8.7,76.482,gamma,1032.31
490.45,6.5,37.905,alpha,484.92
445.87,29.5,88.302,beta,946.21
477.61,22.5,31.828,alpha,725.1
479.04,28.4,85.076,beta,755.24
484.33,1.9,-6.528,beta,1605.55
462.4,1.9,28.195,gamma,1062.38
550.49,16.1,,alpha,1306.51
650.64,1.5,89.144,alpha,1213.83
253.95,15.1,73.207,beta,1245.81
289.87,1.0,63.685,gamma,950.23
150.3,9.2,79.706,gamma,1401.6
673.28,0.8,67.831,alpha,1211.67
550.06,3.9,17.964,alpha,1010.33
601.05,4.2,41.286,gamma,1065.82
214.1,18.4,62.678,gamma,965.82
856.99,1.4,54.658,beta,1013.06
378.23,14.5,87.361,alpha,989.1
533.64,3.8,42.123,alpha,1095.38
670.88,10.1,9.579,gamma,1434.99
7984.809003765364,27.6,13.604,alpha,698.7
390.74,17.5,83.066,alpha,1285.59
535.83,19.9,-9.041,beta,907.94
1071.49,40.5,85.604,gamma,1317.42
560.22,1.3,-3.885,gamma,916.64
821.27,35.4,33.082,beta,1103.19
741.13,32.9,78.019,beta,960.29
573.6,9.9,34.838,beta,567.35
302.16,23.0,80.458,alpha,1434.74
711.95,0.2,1.033,alpha,764.31
200.38,9.0,46.27,alpha,1020.97
820.18,7.3,54.072,alpha,736.89
540.0,48.6,87.996,gamma,665.75
30.04,3.6,0.298,beta,948.77
431.9,9.0,27.246,beta,851.62
630.79,2.4,62.528,alpha,707.8
452.6,9.3,,beta,991.14
643.0,19.6,83.31,alpha,629.52
330.0,14.7,83.114,gamma,1031.37
238.8,0.0,46.89,gamma,968.17
485.71,0.7,52.073,alpha,379.9
506.31,13.0,84.444,alpha,869.22
430.32,11.6,85.659,gamma,1117.1
745.46,8.4,78.25,alpha,734.11
329.96,3.3,80.043,alpha,1127.95
562.63,0.2,86.759,beta,1108.17
,18.5,2.516,gamma,745.57
188.66,11.3,22.19,beta,996.93
236.19,17.6,97.372,alpha,1206.25
502.38,16.2,49.925,beta,780.89
896.24,8.6,9.411,beta,948.55
615.85,6.2,45.336,beta,1287.56
154.87,1.1,,beta,785.59
122.1,7.6,81.104,beta,1114.79
646.61,7.6,79.339,beta,730.2
480.76,3.3,,beta,959.76
728.25,24.7,,beta,1111.68
323.86,13.1,-7.737,beta,398.87
570.04,1.7,87.697,gamma,866.42
669.23,31.8,9.13,alpha,1107.33
410.51,10.3,58.736,gamma,1056.46
414.78,3.9,52.768,gamma,869.41
505.05,35.0,58.808,beta,723.85
608.54,7.5,51.976,alpha,1157.12
497.13,21.9,68.715,beta,919.4
694.8,11.9,58.872,gamma,1136.34
407.61,3.2,-0.067,alpha,1095.06
234.32,15.1,30.344,beta,888.15
895.4,3.9,50.125,gamma,1268.14
379.07,4.7,25.772,beta,851.43
386.31,6.2,73.636,alpha,1297.61
486.84,5.7,24.969,beta,1330.32
513.44,11.0,81.155,alpha,1262.53
422.66,18.0,6.141,gamma,954.86
496.51,6.8,74.633,beta,1636.77
492.05,8.5,10.181,beta,1037.96
534.96,1.4,48.082,gamma,1060.26
6909.984313776732,8.9,25.258,beta,994.48
876.18,2.6,60.107,alpha,717.56
470.54,4.7,13.401,gamma,1323.77
616.12,5.1,77.495,beta,856.9
224.38,9.3,53.094,beta,1229.9
405.8,16.3,95.3,alpha,1289.89
365.54,7.5,68.295,beta,1150.83
793.94,0.8,56.814,beta,827.01
382.84,32.3,81.207,alpha,914.73
651.62,2.9,,beta,330.73
369.92,7.2,59.602,alpha,970.88
409.48,36.3,32.944,beta,1200.68
450.89,32.0,71.817,gamma,940.62
756.77,10.2,-7.308,gamma,852.48
122.03,14.6,,alpha,925.56
236.87,22.3,61.687,alpha,1303.84
110.54,4.3,40.67,alpha,986.41
282.5,14.6,16.177,beta,1464.48
6045.294574400971,4.1,41.078,alpha,857.32
177.1,16.2,83.472,alpha,1054.31
8461.615637441957,6.0,12.752,gamma,891.65
97.06,3.9,,gamma,1518.62
296.4,21.0,98.937,beta,1044.93
6302.90745601493,2.1,90.41,gamma,1532.02
580.72,12.8,-6.263,beta,894.97
537.49,0.2,48.337,beta,1381.89
299.44,7.4,-2.805,gamma,1029.5
192.78,23.9,91.63,alpha,1209.16
272.17,,38.57,beta,695.07
491.36,8.8,,alpha,1087.1
673.64,5.2,20.024,gamma,732.72
680.47,3.1,52.57,gamma,1064.27
626.12,1.9,5.95,gamma,620.4
7799.311510058461,0.7,77.885,beta,976.48
504.91,4.3,44.033,beta,1273.9
435.73,2.0,52.311,alpha,1136.89
5786.730976990509,16.0,82.489,gamma,691.51
907.43,0.0,10.366,gamma,525.4
147.6,19.9,9.27,gamma,1124.24
453.06,2.9,36.288,beta,1395.3
742.35,23.2,76.474,alpha,759.01
206.82,14.6,-3.56,beta,1524.35
371.25,2.5,77.469,alpha,998.38
394.19,12.4,45.083,alpha,510.33
455.34,48.0,51.794,gamma,609.78
180.81,6.4,52.082,gamma,1192.49
619.06,4.7,-3.822,beta,1032.39
633.26,14.7,17.475,beta,1370.56
601.68,,73.083,beta,700.47
325.93,9.1,35.349,alpha,1029.62
517.3,0.7,51.657,alpha,1001.69
320.11,0.2,93.936,alpha,964.25
433.48,32.9,-4.91,gamma,904.35
930.69,9.8,39.465,beta,909.33
519.14,4.3,29.74,gamma,1043.66
262.49,10.2,,alpha,1075.65
536.07,9.3,94.587,gamma,1063.14
229.64,0.4,95.761,gamma,1301.5
260.2,1.2,24.264,beta,699.68
291.78,5.3,94.139,alpha,547.08
411.14,49.8,-6.131,gamma,1254.24
687.39,4.9,97.899,gamma,764.12
615.68,11.8,81.953,beta,905.13
604.6,0.8,13.576,alpha,846.98
280.22,5.2,55.95,beta,841.62
391.74,5.2,77.813,beta,635.43
554.4,14.4,25.123,gamma,857.62
5950.450729715858,4.0,28.913,gamma,1162.33
444.33,30.0,,beta,999.02
,1.5,6.18,alpha,1126.13
430.25,24.6,3.003,beta,875.98
545.21,1.5,17.479,gamma,1225.71
818.55,23.5,71.539,alpha,872.91
465.63,7.6,30.326,gamma,472.86
735.87,,45.809,beta,1079.16
611.87,1.1,11.5,gamma,1191.85
206.55,11.6,,gamma,860.19
279.57,,61.55,alpha,1299.8
333.28,9.7,1.921,alpha,787.33
329.03,33.6,63.462,gamma,1167.68
481.94,1.8,,gamma,1436.19
622.93,4.7,63.84,beta,1009.18
751.03,4.2,31.99,alpha,943.38
561.64,,83.066,alpha,973.58
410.86,,-3.889,alpha,1407.07
83.55,0.4,88.263,beta,1100.7
514.12,12.3,,gamma,1536.05
505.15,5.3,-5.32,alpha,1069.81
536.59,35.4,51.864,alpha,836.55
921.25,3.9,14.679,alpha,854.12
748.12,16.7,40.512,gamma,1015.4
657.01,9.2,78.255,beta,489.67
307.58,26.4,77.07,gamma,881.25
397.4,2.9,56.042,alpha,886.8
481.03,1.3,97.566,beta,1059.95
344.92,1.9,41.013,beta,1485.45
600.09,1.2,-5.667,beta,1013.7
571.38,12.5,80.137,beta,519.34
282.34,4.5,14.342,alpha,771.52
739.36,20.2,9.386,alpha,1065.57
