amount,tenure,score,group,target,outlier
515.645,7.3,50.267,alpha,1023.76,0
680.0,11.7,68.269,alpha,1332.84,0
354.62,27.2,31.734,gamma,1037.8,0
759.87,1.1,51.355,alpha,1330.98,0
443.59,8.6,30.741,gamma,531.59,0
373.64,14.7,47.379,gamma,1114.8,0
464.41,0.5,70.278,beta,900.53,0
651.56,5.0,70.424,alpha,785.24,0
454.52,11.6,72.85,beta,1289.63,0
400.66,19.2,33.014,beta,1222.27,0
460.23,31.4,65.954,beta,498.38,1
245.63,5.4,16.258,beta,1178.87,0
579.41,19.1,43.3885,beta,1148.54,0
142.65,55.3,54.142,gamma,819.23,1
411.18,20.2,65.513,alpha,791.17,0
651.88,15.5,90.32,beta,602.36,0
560.61,1.1,23.525,alpha,915.62,0
618.06,16.8,82.981,beta,955.63,0
486.99,0.1,24.224,alpha,1199.25,0
733.95,0.1,50.71,gamma,1067.35,0
684.94,17.0,81.091,beta,735.02,0
589.23,0.4,69.546,gamma,1059.72,0
685.51,3.8,84.916,alpha,936.49,0
650.08,23.0,43.3885,beta,766.29,0
412.11,0.6,20.398,gamma,602.62,0
492.29,1.7,99.223,gamma,1156.2,0
584.07,9.5,93.07,alpha,1111.6,0
609.22,48.7,43.3885,beta,1139.19,1
718.09,13.6,-4.807,alpha,817.94,0
312.74,35.4,23.385,beta,1042.77,1
318.71,34.3,81.977,alpha,656.16,1
591.98,60.1,94.596,alpha,753.35,1
485.77,23.8,81.484,gamma,1008.43,0
122.85,14.4,33.642,gamma,1065.59,0
575.02,1.9,-3.781,gamma,592.8,0
129.52,14.9,46.934,gamma,735.61,0
9141.965120354573,9.8,31.402,beta,908.65,1
770.34,10.7,3.527,alpha,1239.63,0
864.98,10.1,1.644,gamma,796.72,0
256.87,20.1,6.834,alpha,1035.14,0
434.12,25.1,12.641,alpha,1061.35,0
5159.1158088198745,0.2,72.917,gamma,937.58,1
856.25,5.6,31.987,beta,1067.01,0
401.43,11.5,38.063,alpha,663.77,0
404.62,19.8,55.822,beta,836.05,0
809.75,11.3,95.615,gamma,1358.59,1
425.04,41.3,73.212,beta,1376.19,1
644.44,15.8,61.028,gamma,1210.73,0
204.57,3.3,71.822,beta,1275.1,0
465.75,18.9,69.122,beta,543.52,0
168.08,12.5,65.927,alpha,762.83,0
288.91,6.7,44.605,alpha,922.22,0
667.84,1.7,52.353,gamma,1603.91,0
7000.338031347448,1.1,40.764,beta,921.73,1
436.18,2.3,33.445,gamma,1186.23,0
350.25,6.2,19.784,beta,1094.59,0
455.87,13.9,29.073,beta,1089.03,0
560.22,22.7,37.138,beta,994.12,0
696.58,8.4,53.732,beta,699.99,0
25.03,0.8,44.986,gamma,324.71,1
333.65,3.8,1.874,gamma,1320.46,0
531.82,17.7,27.397,gamma,845.88,0
480.23,1.8,31.381,gamma,533.22,0
580.68,16.7,67.762,alpha,1109.49,0
492.29,16.4,26.618,gamma,1104.7,0
439.03,19.6,-9.125,gamma,1191.97,1
394.63,4.6,-0.723,beta,1278.93,0
450.9,6.2,44.67,alpha,770.25,0
729.75,8.2,10.735,alpha,781.25,0
353.6,77.3,44.408,gamma,920.32,1
487.44,5.1,53.163,gamma,1205.41,0
536.67,11.3,92.678,alpha,474.34,0
812.07,8.4,62.114,beta,1032.05,0
439.94,8.3,-6.586,beta,1233.03,0
691.76,7.7,31.88,alpha,1222.71,0
746.4,4.9,77.28,beta,1177.14,0
487.25,10.9,18.662,gamma,1265.75,0
457.86,3.2,91.747,alpha,313.2,0
434.19,7.6,48.191,gamma,1403.37,0
448.84,5.5,0.169,gamma,1082.6,0
670.85,18.3,16.584,beta,1333.66,0
546.2,8.6,89.693,alpha,706.34,0
547.06,3.8,99.061,alpha,561.54,0
274.96,11.2,84.932,alpha,1446.59,0
306.5,7.5,25.274,beta,768.37,0
501.44,4.6,74.57,beta,922.29,0
464.43,1.3,14.445,alpha,1131.86,0
345.05,12.4,32.297,beta,1193.22,0
786.22,26.4,66.688,gamma,1269.6,0
556.36,8.2,96.579,alpha,1055.85,0
615.63,5.4,38.312,gamma,736.42,0
472.39,11.1,44.542,alpha,1176.66,0
436.27,1.8,14.219,beta,1180.64,0
466.08,1.2,34.355,alpha,546.24,0
223.45,8.2,-3.068,alpha,1354.67,0
482.41,0.2,84.444,gamma,378.23,0
559.21,0.8,-7.433,beta,1258.6,0
870.09,3.8,65.188,beta,841.47,0
517.2,15.9,20.054,beta,1176.38,0
33.16,16.2,42.372,alpha,1127.55,0
481.2,7.9,20.971,gamma,990.72,0
6032.169038982631,19.2,34.008,beta,1112.77,1
673.27,8.4,50.146,alpha,978.39,0
492.29,0.9,60.498,gamma,1178.49,0
618.22,6.1,93.431,alpha,1546.32,0
351.6,8.8,26.542,gamma,664.69,0
229.24,6.9,54.334,alpha,202.96,0
430.33,11.4,50.267,alpha,896.08,0
518.31,3.7,21.925,alpha,878.99,0
501.44,15.2,85.155,beta,905.61,0
270.17,14.4,95.331,beta,768.39,0
502.07,2.6,83.224,alpha,1218.11,0
418.37,24.8,52.685,alpha,654.67,0
578.96,5.7,69.433,alpha,1112.69,0
257.07,20.7,42.917,beta,1159.62,0
642.82,8.7,55.698,gamma,1079.12,0
263.25,0.9,97.192,alpha,1121.79,1
828.55,2.0,17.623,gamma,1237.32,0
156.85,34.0,77.18,beta,1013.39,1
281.49,7.3,45.686,alpha,913.38,0
583.47,16.1,9.456,alpha,1121.59,0
832.85,8.9,60.789,gamma,1150.09,0
492.29,4.6,77.167,gamma,1222.42,0
612.57,27.5,52.563,gamma,571.9,0
503.51,5.4,82.118,beta,954.12,0
294.72,12.4,44.434,gamma,733.66,0
401.97,1.8,90.515,gamma,1140.24,0
257.62,3.1,61.315,gamma,1181.68,0
244.26,40.7,78.348,beta,931.4,1
580.35,21.7,20.028,beta,817.68,0
275.36,40.1,39.074,gamma,1149.24,1
563.91,33.1,90.058,gamma,966.69,1
239.64,15.5,-4.401,beta,1356.62,1
559.28,19.1,50.267,alpha,1443.24,0
402.26,28.0,75.835,beta,1250.18,0
501.44,4.6,71.82,beta,1058.16,0
564.74,2.9,83.679,gamma,1456.39,0
747.16,0.8,71.333,alpha,1060.18,0
348.87,10.8,94.18,alpha,880.2,0
511.23,2.6,44.809,gamma,831.16,0
303.78,8.6,58.672,gamma,824.12,0
417.28,5.8,83.248,alpha,998.41,0
447.58,8.2,67.186,alpha,1115.77,0
354.83,0.9,1.226,beta,646.21,0
256.9,13.1,30.37,gamma,887.77,0
217.3,0.6,50.785,gamma,1053.21,0
32.05,8.4,73.019,beta,1160.91,0
288.73,14.5,49.792,alpha,993.52,0
625.5,2.7,75.53,beta,1061.13,0
180.3,22.6,82.137,alpha,690.37,1
226.38,35.2,19.164,beta,772.05,1
858.18,4.1,57.771,alpha,984.78,0
372.7,13.1,51.282,alpha,1127.64,0
564.21,0.8,15.005,gamma,1057.83,0
628.46,28.9,43.887,gamma,787.79,0
632.51,3.0,50.343,alpha,940.86,0
195.54,35.1,79.907,beta,1377.96,1
453.79,8.2,43.3885,beta,1136.06,0
176.35,2.5,-1.099,alpha,959.37,1
989.26,3.2,43.603,beta,743.54,0
181.02,32.3,82.175,beta,821.66,1
290.43,8.1,52.838,gamma,1001.65,0
291.88,21.6,25.075,beta,1068.99,0
200.67,11.2,91.307,gamma,1141.39,0
770.52,18.1,7.122,beta,1097.0,0
984.49,3.1,25.957,alpha,907.44,0
404.85,8.4,38.085,beta,872.22,0
235.92,10.0,71.178,gamma,1511.75,0
52.61,7.3,81.932,alpha,860.88,0
451.18,7.7,-3.558,gamma,677.07,0
436.73,31.1,77.124,beta,590.32,1
369.74,27.6,69.258,gamma,911.7,0
544.28,11.0,88.412,gamma,1235.0,0
579.03,1.1,89.049,beta,856.01,0
564.62,2.7,75.528,beta,1369.38,0
436.78,11.3,10.922,alpha,998.18,0
279.68,1.3,24.526,gamma,1277.39,0
633.17,3.0,92.995,gamma,810.57,0
7376.827034568254,7.5,55.799,alpha,814.45,1
677.67,7.5,49.264,beta,1022.76,0
658.02,7.6,90.728,beta,1120.64,0
215.65,0.7,50.267,alpha,955.26,0
213.16,2.1,70.025,alpha,1073.12,0
348.89,22.9,87.048,alpha,1147.12,0
288.75,6.1,2.522,alpha,644.87,0
651.05,44.9,73.33,alpha,914.77,1
570.26,1.7,96.22,alpha,870.33,0
719.84,14.2,-4.613,beta,882.47,0
579.3,5.1,14.535,beta,1101.72,0
541.73,5.4,77.337,alpha,873.8,0
739.95,27.8,47.205,alpha,498.73,0
593.95,55.6,-0.472,beta,940.87,1
513.62,27.3,19.475,gamma,733.9,0
796.09,36.1,25.647,gamma,1124.08,1
523.04,14.3,25.317,gamma,1201.42,0
439.13,28.6,86.544,alpha,456.29,1
332.44,1.1,62.824,gamma,806.44,0
640.61,9.2,70.841,alpha,1088.34,0
747.41,8.5,-8.507,alpha,647.78,0
489.88,3.6,37.026,alpha,1195.67,0
515.645,4.0,24.96,alpha,1262.33,0
106.0,9.5,83.712,beta,959.5,0
488.91,0.5,94.926,alpha,806.52,0
491.98,11.5,36.567,gamma,422.36,0
354.6,1.0,97.037,gamma,1203.51,0
976.77,2.9,43.3885,beta,1500.63,0
486.76,9.6,25.829,alpha,1448.91,0
418.45,3.2,75.242,gamma,951.26,0
505.19,51.7,29.611,alpha,726.83,1
99.44,9.7,91.306,gamma,1209.41,1
348.03,11.3,14.031,gamma,968.28,0
696.65,0.3,77.523,alpha,1119.53,0
374.21,32.9,12.187,alpha,1075.69,1
334.22,7.7,11.682,gamma,1023.25,0
761.91,2.9,39.032,gamma,1257.13,0
768.05,8.4,93.943,beta,1266.42,0
603.4,21.6,54.4,alpha,869.33,0
408.98,8.4,59.854,beta,769.22,0
452.11,9.2,-8.929,beta,375.22,0
339.17,2.9,-3.772,alpha,913.46,0
301.05,1.9,-2.637,gamma,726.67,0
291.12,0.1,80.161,beta,1104.8,0
376.39,6.2,16.054,alpha,916.03,0
293.06,35.3,26.172,gamma,943.14,1
187.26,15.2,57.095,beta,1202.99,0
543.88,3.1,54.235,beta,1099.31,0
501.44,11.0,35.158,beta,970.83,0
840.16,6.5,-9.527,alpha,1421.61,1
366.33,8.2,39.456,alpha,1184.54,0
559.22,13.0,71.277,alpha,896.03,0
562.54,2.3,15.876,alpha,907.19,0
449.23,17.4,67.919,beta,1197.09,0
648.87,42.8,-8.333,beta,1050.71,1
655.05,0.3,89.881,gamma,719.71,0
565.48,14.3,94.504,gamma,1223.68,0
448.87,12.1,-9.729,beta,1314.31,1
428.49,1.1,40.36,alpha,1295.35,0
226.45,8.2,35.52,alpha,1385.69,0
515.645,4.6,82.607,alpha,1517.3,0
375.6,21.2,49.479,alpha,1432.49,0
275.21,18.2,57.25,alpha,1085.17,0
587.98,45.2,12.276,gamma,947.89,1
739.33,10.1,-1.523,beta,542.6,0
318.39,0.6,66.156,gamma,1002.72,0
556.69,0.6,58.274,alpha,1129.78,0
293.18,8.2,81.556,alpha,1010.89,0
439.02,5.6,82.915,alpha,527.94,0
361.93,23.2,59.414,beta,928.34,0
620.38,6.3,49.22,beta,1161.33,0
364.24,0.7,90.541,beta,743.52,0
702.33,23.9,78.139,gamma,1041.42,0
450.86,25.7,87.067,beta,1107.91,0
370.08,1.0,99.542,gamma,1279.49,0
249.34,9.5,34.386,alpha,1428.15,0
550.64,5.4,68.863,beta,905.54,0
679.04,11.7,65.687,beta,1045.94,0
554.66,32.9,9.156,beta,1053.77,0
947.77,3.8,60.02,gamma,1162.34,0
785.96,29.5,43.3885,beta,1134.35,1
438.49,10.4,39.57,beta,1356.25,0
436.39,10.9,9.815,gamma,417.18,0
593.94,10.1,43.3885,beta,1104.51,0
332.4,11.2,43.3885,beta,1121.85,0
733.26,3.6,48.552,alpha,941.19,0
572.32,5.8,7.239,alpha,434.0,0
515.645,24.4,51.255,alpha,984.75,0
637.39,4.3,1.015,beta,822.36,0
844.57,35.5,27.331,gamma,1419.49,1
534.19,5.4,30.959,alpha,1093.82,0
477.39,9.8,87.177,gamma,801.13,0
801.74,16.6,35.712,gamma,486.84,0
693.51,34.7,55.832,alpha,1147.65,1
435.8,1.1,86.226,alpha,1174.04,0
492.29,23.1,36.834,gamma,946.06,0
539.08,12.8,87.207,beta,1150.92,0
572.36,7.5,5.011,alpha,912.93,0
228.68,8.1,30.133,gamma,1266.8,0
191.5,1.6,0.42,beta,1248.17,0
322.52,3.0,51.702,beta,590.27,0
307.05,2.7,95.301,gamma,651.2,0
371.24,4.4,62.265,alpha,1507.82,0
626.94,13.7,58.868,beta,1233.05,0
466.21,14.4,20.597,alpha,684.4,0
539.28,18.1,92.422,beta,607.4,0
255.14,22.7,41.869,gamma,1051.94,0
407.67,8.4,19.37,beta,714.42,0
617.45,40.6,98.647,gamma,920.82,1
618.99,0.1,36.544,alpha,988.18,0
355.09,15.2,30.865,beta,977.39,0
492.29,12.0,-6.154,gamma,1281.63,0
939.77,8.2,9.612,alpha,1458.69,0
496.48,26.7,79.011,alpha,880.27,0
361.36,22.1,43.096,gamma,717.34,0
465.25,33.1,95.036,alpha,1097.21,1
518.44,2.2,-0.773,alpha,1407.87,0
469.77,2.6,57.754,gamma,899.2,0
493.73,7.4,69.198,alpha,1212.59,0
211.31,1.5,58.33,beta,790.72,0
307.47,7.2,48.287,alpha,1005.32,0
501.44,14.7,53.613,beta,709.51,0
466.95,4.2,65.85,alpha,1002.71,0
386.76,14.6,84.959,alpha,970.89,0
464.6,3.6,26.998,gamma,1152.03,0
512.2,4.4,40.562,alpha,1444.52,0
677.88,37.5,59.95,alpha,902.78,1
480.16,0.1,24.564,alpha,500.07,0
579.82,17.0,9.666,gamma,949.47,0
391.68,9.1,96.279,beta,1074.83,0
614.42,8.0,11.42,alpha,1050.48,0
575.15,3.4,15.601,beta,960.64,0
673.16,11.9,43.3885,beta,1371.93,0
642.69,5.0,-1.489,beta,1034.05,0
617.75,4.4,-6.255,alpha,973.8,0
480.32,4.4,-2.959,gamma,805.57,0
548.99,3.8,3.559,gamma,563.32,0
712.7,0.6,37.212,gamma,1082.31,0
369.59,49.0,81.219,gamma,1061.35,1
374.32,4.4,27.617,alpha,735.17,0
536.29,9.1,37.028,beta,988.91,0
583.06,11.2,56.028,gamma,964.04,0
335.18,1.1,23.236,beta,843.87,0
485.05,7.7,37.579,gamma,801.67,0
481.2,5.7,32.494,beta,1101.27,0
56.94,2.3,27.607,gamma,943.55,0
456.08,2.5,32.723,alpha,852.25,0
468.54,5.8,-8.777,gamma,784.58,0
467.94,7.6,87.489,gamma,967.5,0
783.18,5.2,97.508,alpha,1231.12,1
256.84,1.4,84.875,gamma,1051.66,0
335.08,8.2,-9.368,alpha,940.72,1
22.44,17.3,72.597,gamma,1077.12,1
403.82,20.0,53.041,gamma,1341.1,0
420.87,1.6,50.267,alpha,1122.6,0
501.44,11.9,92.615,beta,1065.05,0
721.54,16.1,75.384,beta,1159.63,0
672.12,24.3,5.983,gamma,960.5,0
515.57,26.5,96.045,alpha,1046.02,0
425.88,7.7,3.882,gamma,877.76,0
705.24,7.0,40.015,alpha,612.36,0
496.05,16.6,7.487,alpha,1085.71,0
5307.306920148587,10.4,6.521,gamma,1086.67,1
156.75,8.4,96.459,beta,928.07,1
411.74,0.1,52.934,gamma,1258.96,0
650.93,27.9,18.509,gamma,819.6,0
5054.892920370421,4.5,75.404,gamma,557.15,1
512.32,3.9,86.277,alpha,825.72,0
346.93,29.1,90.936,alpha,614.77,1
263.01,7.7,92.628,gamma,1084.51,0
610.39,1.9,89.614,gamma,811.98,0
147.08,20.4,60.283,gamma,1246.17,0
610.07,7.7,27.671,gamma,1240.95,0
663.54,45.0,91.812,alpha,768.76,1
587.26,9.3,3.475,gamma,797.97,0
456.07,17.2,8.568,alpha,1133.61,0
612.99,13.9,37.721,gamma,1244.96,0
534.19,8.4,21.203,beta,496.84,0
344.38,7.4,57.731,alpha,1070.42,0
870.08,10.2,89.583,gamma,450.6,0
429.66,3.7,44.013,gamma,862.87,0
655.15,13.2,50.926,beta,1273.41,0
16.28,2.4,36.545,gamma,1752.44,0
755.29,2.8,67.833,alpha,940.29,0
793.75,12.8,1.076,alpha,688.22,0
505.97,24.2,-4.655,alpha,871.63,0
611.75,21.3,60.547,alpha,1016.52,0
611.7,1.7,48.837,beta,832.44,0
371.44,4.8,34.809,beta,768.79,0
609.42,39.9,26.739,alpha,893.29,1
338.27,16.7,43.3885,beta,1098.89,0
378.25,24.7,64.861,alpha,957.65,0
725.39,9.7,36.361,beta,779.6,0
694.93,30.1,38.979,gamma,832.48,0
358.72,2.1,88.279,beta,896.54,0
353.28,5.7,71.13,alpha,750.14,0
370.88,22.3,14.139,alpha,823.21,0
646.53,7.7,62.288,gamma,1160.91,0
300.0,8.0,4.548,alpha,942.42,0
571.34,5.0,11.347,gamma,561.63,0
649.37,3.7,50.267,alpha,1256.24,0
482.35,22.8,3.848,beta,1104.18,0
702.01,6.9,20.821,beta,654.22,0
439.14,10.6,88.787,beta,908.66,0
457.23,13.6,44.434,gamma,801.98,0
7916.508628773445,4.1,92.241,alpha,1169.23,1
703.44,4.3,87.002,beta,907.09,0
346.7,21.4,24.384,beta,981.81,0
569.95,13.3,59.562,alpha,952.7,0
501.44,10.0,31.657,beta,629.97,0
289.44,0.5,66.681,gamma,1351.35,0
378.18,11.4,28.33,alpha,1165.58,0
776.57,3.9,50.267,alpha,813.15,0
501.44,25.1,0.333,beta,1047.97,0
515.645,2.8,74.811,alpha,1243.53,0
561.07,21.8,-0.759,alpha,1013.94,0
470.78,18.4,55.936,gamma,1389.19,0
1190.81,22.3,84.356,alpha,1729.46,1
557.02,32.8,71.521,alpha,968.47,0
423.88,8.4,35.478,beta,854.37,0
784.01,21.0,12.946,beta,752.65,0
131.79,25.5,91.479,beta,446.61,1
518.86,20.1,52.304,beta,1312.04,0
898.89,4.6,34.596,alpha,911.63,0
476.76,5.9,93.626,gamma,1218.84,0
153.34,31.8,13.652,alpha,1269.11,1
420.82,11.7,38.651,beta,729.76,0
790.9,25.1,1.951,alpha,767.3,1
575.21,2.6,43.3885,beta,1436.17,0
332.23,7.9,33.846,beta,982.48,0
362.95,11.8,66.963,beta,834.93,0
501.44,20.8,27.278,beta,738.71,0
572.24,8.4,65.856,alpha,964.64,0
767.64,8.2,78.571,alpha,1376.97,0
710.48,11.0,86.534,gamma,1171.36,0
591.2,7.3,-5.081,beta,1045.44,0
233.67,10.7,75.11,beta,1397.13,0
234.41,5.0,6.186,gamma,1348.94,0
606.65,12.1,66.809,gamma,1083.53,0
230.91,14.7,30.883,beta,1694.03,0
454.89,14.4,67.857,gamma,938.14,0
560.83,0.9,13.521,beta,1274.51,0
272.48,0.3,60.949,alpha,901.75,0
501.44,16.6,3.807,beta,1225.71,0
481.18,7.9,8.672,gamma,937.9,0
600.73,4.3,57.591,gamma,1115.34,0
712.3,45.3,27.045,beta,1597.53,1
621.41,2.1,67.416,gamma,1237.96,0
514.73,7.4,65.368,alpha,1119.21,0
350.76,8.2,58.38,alpha,806.32,0
285.82,19.4,70.359,beta,1047.06,0
397.82,25.8,77.333,alpha,748.0,0
581.99,5.2,90.257,gamma,1221.74,0
567.32,6.1,-1.143,alpha,1215.47,0
80.02,2.7,52.87,beta,955.09,0
342.86,9.2,72.365,gamma,1415.88,0
740.9,9.2,13.864,alpha,1380.72,0
515.84,5.1,18.998,alpha,1037.41,0
216.6,19.8,19.366,beta,1141.38,0
971.16,11.5,52.957,gamma,852.89,0
494.21,12.1,30.279,alpha,931.95,0
576.87,4.0,63.27,alpha,730.5,0
579.9,26.1,57.126,gamma,880.42,0
426.48,42.8,62.282,beta,973.9,1
354.49,9.1,17.755,gamma,584.91,0
924.33,12.8,74.411,alpha,1144.2,0
700.64,2.7,63.044,alpha,1255.53,0
664.39,19.2,4.371,beta,998.02,0
515.645,10.6,12.019,alpha,325.69,0
299.34,5.9,23.106,beta,936.75,0
755.51,11.0,92.965,gamma,651.65,0
331.37,11.2,25.898,gamma,847.6,0
556.66,7.7,-7.813,gamma,1362.98,0
172.12,31.6,5.579,beta,391.38,1
91.83,9.8,-6.461,gamma,795.91,1
563.66,8.4,34.312,beta,1207.39,0
338.18,3.2,77.687,beta,824.52,0
102.17,9.9,39.548,gamma,805.39,0
608.12,2.3,82.289,gamma,1508.1,0
924.02,7.7,-4.772,gamma,1094.6,1
777.91,11.8,41.67,alpha,1233.58,0
448.54,24.1,76.578,gamma,1123.67,0
501.77,0.3,64.219,gamma,1040.42,0
677.54,4.6,83.811,gamma,1316.01,0
724.43,2.5,20.122,alpha,1476.34,0
431.29,36.4,45.094,beta,579.12,0
506.84,3.6,64.457,gamma,991.17,0
560.12,4.8,8.534,gamma,989.2,0
610.78,9.7,79.739,alpha,892.68,0
6328.89336060021,2.3,24.262,beta,1245.27,1
475.98,7.5,0.264,gamma,1064.22,0
775.97,52.1,74.227,gamma,1481.37,1
741.9,1.7,67.552,alpha,1275.07,0
595.48,7.7,87.205,gamma,1341.18,0
843.82,1.0,88.128,gamma,700.21,0
422.71,10.6,20.638,alpha,798.48,0
824.59,25.6,60.55,alpha,819.08,0
608.5,7.3,99.904,alpha,1330.78,0
1154.21,9.4,16.819,alpha,758.21,1
261.5,4.8,42.016,gamma,765.52,0
362.13,7.2,90.118,beta,719.66,0
583.76,24.3,1.339,gamma,1688.26,0
579.45,10.5,92.107,alpha,964.44,0
890.03,35.7,43.697,beta,1132.47,1
492.29,7.7,88.234,gamma,714.85,0
680.98,16.4,58.351,gamma,1239.81,0
732.49,15.7,63.858,alpha,556.58,0
640.93,16.3,75.028,beta,755.25,0
307.8,21.2,-2.615,beta,817.16,0
781.55,4.0,59.055,beta,1054.72,0
745.86,5.3,91.633,beta,801.73,0
619.92,17.1,95.174,beta,1381.0,0
540.87,29.8,96.515,gamma,1125.81,1
545.22,6.4,61.042,alpha,827.6,0
484.25,4.1,59.662,alpha,1249.4,0
628.16,1.5,50.771,beta,901.68,0
506.23,1.0,56.831,beta,852.39,0
330.3,10.5,57.333,gamma,1223.95,0
290.28,3.3,-5.335,gamma,386.79,0
349.59,28.6,-0.224,alpha,1183.7,1
544.43,1.9,58.136,beta,821.73,0
494.61,7.3,24.564,gamma,821.35,0
543.07,16.1,23.157,gamma,1489.53,0
600.16,4.9,11.278,gamma,867.2,0
374.54,6.0,78.118,beta,1238.98,0
793.13,47.6,96.076,alpha,1069.81,1
446.46,1.4,59.053,alpha,1095.75,0
413.31,10.5,93.996,gamma,937.36,0
596.48,5.1,87.227,beta,924.32,0
132.7,7.7,13.972,gamma,1382.0,0
341.89,33.1,6.888,alpha,1232.62,1
696.21,12.0,13.275,beta,875.08,0
152.52,3.3,0.583,gamma,738.53,1
723.51,8.1,54.117,alpha,853.88,0
802.23,17.0,21.092,alpha,1245.37,0
515.645,6.3,90.421,alpha,1294.67,0
558.36,6.1,50.267,alpha,1138.74,0
723.82,9.3,29.557,beta,595.81,0
406.64,3.7,98.31,alpha,1188.44,0
673.56,0.2,94.851,alpha,1325.89,1
365.77,29.0,75.648,beta,1043.39,0
8994.736088985494,0.6,77.085,alpha,1494.95,1
340.13,11.0,97.5,beta,669.76,0
568.53,1.4,56.05,gamma,1171.2,0
731.59,1.4,86.802,gamma,744.94,0
463.18,8.2,-2.869,gamma,1264.64,0
245.75,2.9,50.947,gamma,1153.22,0
283.46,22.0,45.277,gamma,1450.34,0
578.92,3.2,-5.85,alpha,1124.93,0
868.82,24.9,-0.435,gamma,899.0,1
578.74,21.6,-7.598,beta,877.23,1
422.62,35.5,22.342,alpha,937.46,1
653.24,11.3,-4.114,beta,872.32,0
452.1,28.8,36.548,alpha,1336.78,0
424.34,2.5,79.402,beta,1318.91,0
308.31,21.6,57.521,beta,625.86,0
781.69,3.9,64.117,alpha,1009.59,0
7.84,24.3,-6.534,beta,1015.62,1
659.57,14.5,50.267,alpha,804.68,0
407.25,9.6,6.081,alpha,1109.56,0
417.93,12.3,23.292,alpha,1365.21,0
838.46,11.5,46.847,gamma,1222.95,0
357.17,3.2,92.299,beta,1336.77,0
363.99,11.7,99.796,alpha,820.38,1
473.92,35.8,76.093,gamma,1009.13,1
582.77,10.8,70.225,beta,808.59,0
411.63,1.6,48.045,alpha,1059.86,0
185.23,22.6,63.219,beta,1082.36,0
326.86,3.5,5.887,alpha,1239.96,0
756.27,15.3,19.612,beta,1328.37,0
514.96,0.8,98.311,gamma,1172.24,0
590.22,4.6,50.267,alpha,784.96,0
447.72,0.3,25.527,gamma,661.96,0
515.645,9.9,16.515,alpha,1130.01,0
835.51,8.4,15.247,beta,1375.13,0
462.36,8.8,43.335,gamma,993.8,0
411.33,19.5,14.614,alpha,618.15,0
719.23,5.7,61.335,gamma,1521.19,0
355.53,3.9,-1.77,alpha,1122.35,0
381.05,0.5,1.404,beta,1042.79,0
502.05,9.4,20.463,alpha,708.01,0
500.05,17.8,75.519,alpha,1004.05,0
551.92,28.1,25.562,beta,1171.72,0
918.33,1.2,41.79,beta,1125.76,0
567.25,1.6,62.228,gamma,830.03,0
24.39,3.4,76.739,alpha,985.73,0
565.26,26.2,23.782,beta,846.0,0
507.58,5.7,70.407,alpha,1416.04,0
508.69,12.1,21.467,gamma,1223.72,0
549.19,3.3,60.891,alpha,868.92,0
492.29,12.9,39.597,gamma,707.88,0
489.48,0.1,91.929,alpha,1069.45,0
622.61,9.2,98.03,beta,876.8,0
391.58,1.5,75.154,alpha,895.42,0
310.46,33.4,90.701,gamma,716.2,1
1104.76,3.0,5.015,alpha,747.15,1
356.83,1.2,61.991,gamma,1040.67,0
520.03,22.6,11.82,gamma,933.28,0
200.87,1.3,20.467,beta,1624.13,0
523.29,4.7,47.511,beta,1148.56,0
501.44,33.5,71.619,beta,712.08,0
411.51,8.4,69.364,beta,616.09,0
709.01,19.3,85.641,beta,1099.54,0
594.4,1.1,51.52,alpha,900.78,0
613.68,4.1,91.898,alpha,1332.87,0
145.76,7.7,87.668,gamma,1070.47,0
867.38,1.9,83.396,gamma,504.37,0
261.62,2.2,15.247,alpha,745.14,0
805.71,2.0,48.459,gamma,831.18,0
704.31,62.1,70.986,alpha,1110.51,1
615.47,11.7,97.371,beta,736.81,0
329.0,2.9,-8.719,beta,1038.2,1
530.32,15.6,25.983,gamma,665.96,0
405.82,5.7,27.659,gamma,1001.55,0
505.81,1.1,21.739,gamma,1092.51,0
450.03,23.8,79.917,gamma,1365.38,0
92.28,18.0,-5.042,beta,1061.39,1
724.36,17.1,29.538,beta,795.82,0
483.78,2.7,68.285,beta,1373.25,0
403.04,15.2,34.741,beta,954.21,0
387.93,5.6,5.847,beta,1193.39,0
571.69,8.2,57.194,alpha,846.78,0
321.25,30.9,50.267,alpha,1022.69,0
48.96,24.8,98.002,beta,799.68,1
581.43,9.1,72.338,alpha,1080.56,0
603.82,6.9,98.479,beta,1200.96,0
6006.724100313905,13.2,10.499,gamma,876.3,1
270.42,19.8,73.775,alpha,862.25,0
517.79,15.1,50.68,alpha,1089.2,0
207.09,5.9,50.267,alpha,793.75,0
294.55,1.0,41.431,gamma,620.51,0
349.86,7.6,13.363,gamma,1088.3,0
668.79,0.3,-4.969,gamma,973.08,1
427.48,1.8,82.212,alpha,967.79,0
410.43,16.0,79.629,beta,1130.27,0
890.94,9.0,7.879,alpha,1165.19,0
570.49,9.0,60.97,alpha,959.75,0
567.8,8.6,71.151,gamma,719.33,0
426.06,10.1,51.339,gamma,840.35,0
380.73,13.8,24.895,gamma,1146.24,0
62.72,20.5,43.3885,beta,1034.1,0
693.75,22.1,60.668,beta,862.56,0
589.66,5.3,69.224,gamma,803.9,0
464.17,3.5,61.733,beta,1154.46,0
472.55,27.7,69.342,beta,944.59,0
647.23,2.8,5.957,alpha,1188.18,0
189.06,46.8,91.485,gamma,1219.83,1
